Status Kahwin,Pendidikan Tertinggi,Pekerjaan (1 digit),2 Kereta,3 atau lebih Kereta,Penghawa Dingin,Komputer Riba,Telefon Bimbit,Saluran TV Berbayar,Langganan Internet,Penapis Air,Pemilikan Kediaman,Status Pemilikan,Bilangan Isi Rumah dalam Kediaman,Jumlah Pendapatan Isi Rumah,Gaji,cluster_label
2,30,5,0,0,0,1,1,1,1,0,2,1,1,3258,1629,2
0,10,0,0,0,0,1,1,1,1,0,2,1,1,3258,0,2
0,10,0,0,0,0,1,1,1,1,0,2,1,1,3258,0,2
2,60,3,1,0,1,0,0,0,0,1,1,1,1,5163,3054,2
2,70,4,1,0,1,0,0,0,0,1,1,1,1,5163,2109,2
1,30,0,1,0,1,0,0,0,0,1,1,1,1,5163,0,2
1,20,0,1,0,1,0,0,0,0,1,1,1,1,5163,0,2
1,20,0,1,0,1,0,0,0,0,1,1,1,1,5163,0,2
0,90,0,1,0,1,0,0,0,0,1,1,1,1,5163,0,2
2,90,0,0,0,0,0,0,1,0,0,1,1,1,6967,0,0
2,90,0,0,0,0,0,0,1,0,0,1,1,1,6967,0,0
1,30,0,0,0,0,0,0,1,0,0,1,1,1,6967,0,0
1,20,0,0,0,0,0,0,1,0,0,1,1,1,6967,0,0
2,20,5,0,0,0,0,1,0,0,0,2,1,1,3738,1629,2
2,20,4,0,0,0,0,1,0,0,0,2,1,1,3738,2109,2
1,20,0,0,0,0,0,1,0,0,0,2,1,1,3738,0,2
2,30,7,1,0,1,1,1,1,1,0,1,1,1,10351,1692,0
2,30,7,1,0,1,1,1,1,1,0,1,1,1,10351,1692,0
1,30,0,1,0,1,1,1,1,1,0,1,1,1,10351,0,0
1,10,0,1,0,1,1,1,1,1,0,1,1,1,10351,0,0
2,10,5,1,0,1,1,1,0,1,1,1,1,1,1629,1629,1
2,10,0,1,0,1,1,1,0,1,1,1,1,1,1629,0,1
1,30,0,1,0,1,1,1,0,1,1,1,1,1,1629,0,1
1,20,0,1,0,1,1,1,0,1,1,1,1,1,1629,0,1
2,40,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
2,40,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
0,10,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
0,10,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
0,90,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
0,90,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
0,90,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
0,90,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
0,90,0,0,1,1,1,1,1,1,1,1,1,1,14328,0,0
2,10,9,0,0,1,0,1,1,0,0,1,1,1,1256,1256,1
1,20,0,0,0,1,0,1,1,0,0,1,1,1,1256,0,1
0,10,0,0,0,1,0,1,1,0,0,1,1,1,1256,0,1
2,10,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
2,10,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
2,30,4,0,1,1,1,1,0,0,0,2,1,1,6885,2109,0
1,20,0,0,1,1,1,1,0,0,0,2,1,1,6885,0,0
1,20,0,0,1,1,1,1,0,0,0,2,1,1,6885,0,0
1,10,0,0,1,1,1,1,0,0,0,2,1,1,6885,0,0
2,10,0,1,0,1,0,1,0,1,0,1,1,1,7133,0,0
2,10,0,1,0,1,0,1,0,1,0,1,1,1,7133,0,0
2,30,9,1,0,1,0,1,0,1,0,1,1,1,7133,1256,0
2,30,9,1,0,1,0,1,0,1,0,1,1,1,7133,1256,0
1,30,4,1,0,1,0,1,0,1,0,1,1,1,7133,2109,0
0,0,0,1,0,1,0,1,0,1,0,1,1,1,7133,0,0
0,90,0,1,0,1,0,1,0,1,0,1,1,1,7133,0,0
2,30,9,1,0,1,0,1,0,1,0,1,1,1,7133,1256,0
2,30,9,1,0,1,0,1,0,1,0,1,1,1,7133,1256,0
0,90,0,1,0,1,0,1,0,1,0,1,1,1,7133,0,0
1,40,0,1,0,1,0,1,0,1,0,1,1,1,7133,0,0
2,20,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
2,30,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
1,30,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
1,20,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
0,10,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
0,90,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
2,30,0,0,0,1,0,1,1,0,0,1,1,1,8223,0,0
1,30,0,0,0,1,0,1,1,0,0,1,1,1,8223,0,0
1,30,0,0,0,1,0,1,1,0,0,1,1,1,8223,0,0
2,0,8,0,0,0,0,1,0,0,0,2,1,1,6648,1662,0
2,0,8,0,0,0,0,1,0,0,0,2,1,1,6648,1662,0
1,40,0,0,0,0,0,1,0,0,0,2,1,1,6648,0,0
2,0,8,0,0,0,0,1,0,0,0,2,1,1,6648,1662,0
2,0,8,0,0,0,0,1,0,0,0,2,1,1,6648,1662,0
2,10,7,0,0,0,0,0,0,0,0,1,1,1,1692,1692,1
2,10,0,0,0,0,0,0,0,0,0,1,1,1,1692,0,1
1,40,0,0,0,0,0,0,0,0,0,1,1,1,1692,0,1
0,10,0,0,0,0,0,0,0,0,0,1,1,1,1692,0,1
2,20,5,0,0,0,0,0,0,0,0,2,3,1,1629,1629,1
2,10,0,0,0,0,0,0,0,0,0,2,3,1,1629,0,1
0,90,0,0,0,0,0,0,0,0,0,2,3,1,1629,0,1
0,90,0,0,0,0,0,0,0,0,0,2,3,1,1629,0,1
1,30,0,0,0,0,0,0,0,0,0,2,3,1,1629,0,1
2,40,0,0,0,1,1,1,0,1,0,1,1,1,3054,0,2
2,40,3,0,0,1,1,1,0,1,0,1,1,1,3054,3054,2
1,30,0,0,0,1,1,1,0,1,0,1,1,1,3054,0,2
1,20,0,0,0,1,1,1,0,1,0,1,1,1,3054,0,2
2,30,8,0,0,0,0,1,0,0,1,1,1,1,3291,1662,2
2,30,5,0,0,0,0,1,0,0,1,1,1,1,3291,1629,2
1,30,0,0,0,0,0,1,0,0,1,1,1,1,3291,0,2
1,20,0,0,0,0,0,1,0,0,1,1,1,1,3291,0,2
1,10,0,0,0,0,0,1,0,0,1,1,1,1,3291,0,2
1,10,0,0,0,0,0,1,0,0,1,1,1,1,3291,0,2
0,10,0,0,0,0,0,1,0,0,1,1,1,1,3291,0,2
0,10,0,0,0,0,0,1,0,0,1,1,1,1,3291,0,2
2,90,0,1,0,1,1,1,0,1,1,1,1,1,11181,0,0
2,90,0,1,0,1,1,1,0,1,1,1,1,1,11181,0,0
2,20,0,1,0,1,1,1,0,1,1,1,1,1,11181,0,0
2,30,5,1,0,1,1,1,0,1,1,1,1,1,11181,1629,0
1,30,0,1,0,1,1,1,0,1,1,1,1,1,11181,0,0
4,30,8,0,0,0,0,1,0,0,0,1,1,1,1662,1662,1
1,10,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
0,10,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
4,30,7,0,0,0,0,1,0,0,0,1,3,1,1692,1692,1
1,10,0,0,0,0,0,1,0,0,0,1,3,1,1692,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
1,10,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
0,10,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
0,10,0,0,0,0,0,1,0,0,0,1,1,1,6967,0,0
2,90,8,0,0,0,0,1,0,0,0,1,1,1,1662,1662,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
1,10,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
0,10,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
0,90,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
0,90,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
2,10,0,0,0,0,0,0,1,0,0,1,1,1,6405,0,2
2,90,0,0,0,0,0,0,1,0,0,1,1,1,6405,0,2
1,30,0,0,0,0,0,0,1,0,0,1,1,1,6405,0,2
1,20,0,0,0,0,0,0,1,0,0,1,1,1,6405,0,2
2,30,5,0,0,0,0,0,1,0,0,1,1,1,6405,1629,2
0,90,0,0,0,0,0,0,1,0,0,1,1,1,6405,0,2
3,10,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
1,40,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1
2,40,0,0,1,1,1,1,0,1,1,1,1,1,6032,0,2
2,40,0,0,1,1,1,1,0,1,1,1,1,1,6032,0,2
1,70,9,0,1,1,1,1,0,1,1,1,1,1,6032,1256,2
3,10,8,0,0,0,0,1,0,0,0,2,1,1,1662,1662,1
3,20,5,0,0,0,0,1,1,0,0,1,1,1,6312,1629,2
1,30,5,0,0,0,0,1,1,0,0,1,1,1,6312,1629,2
1,60,3,0,0,0,0,1,1,0,0,1,1,1,6312,3054,2
3,0,5,0,0,0,0,1,0,0,0,9,1,1,13483,1629,0
3,0,5,0,0,0,0,1,0,0,0,9,1,1,13483,1629,0
3,0,5,0,0,0,0,1,0,0,0,9,1,1,13483,1629,0
3,0,5,0,0,0,0,1,0,0,0,9,1,1,13483,1629,0
2,20,0,1,0,1,1,1,0,0,1,1,1,1,4776,0,2
2,20,0,1,0,1,1,1,0,0,1,1,1,1,4776,0,2
1,30,0,1,0,1,1,1,0,0,1,1,1,1,4776,0,2
2,30,0,1,0,1,0,1,0,1,1,1,1,1,6967,0,0
1,40,0,1,0,1,0,1,0,1,1,1,1,1,6967,0,0
1,20,0,1,0,1,0,1,0,1,1,1,1,1,6967,0,0
1,10,0,1,0,1,0,1,0,1,1,1,1,1,6967,0,0
0,90,0,1,0,1,0,1,0,1,1,1,1,1,6967,0,0
2,30,5,0,0,0,0,0,0,0,0,2,4,1,6405,1629,2
0,90,0,0,0,0,0,0,0,0,0,2,4,1,6405,0,2
3,90,0,0,0,0,0,1,0,0,0,9,1,1,3258,0,2
1,20,5,0,0,0,0,1,0,0,0,9,1,1,3258,1629,2
2,10,5,0,0,0,0,1,0,0,0,9,1,1,3258,1629,2
0,90,0,0,0,0,0,1,0,0,0,9,1,1,3258,0,2
2,30,8,0,0,0,0,1,0,0,0,2,1,1,1662,1662,1
2,30,0,0,0,0,0,1,0,0,0,2,1,1,1662,0,1
3,30,0,0,0,0,0,1,0,0,0,2,1,1,1662,0,1
2,30,8,1,0,1,0,1,0,0,1,9,1,1,8178,1662,0
2,30,5,1,0,1,0,1,0,0,1,9,1,1,8178,1629,0
1,30,5,1,0,1,0,1,0,0,1,9,1,1,8178,1629,0
1,30,5,1,0,1,0,1,0,0,1,9,1,1,8178,1629,0
1,30,5,1,0,1,0,1,0,0,1,9,1,1,8178,1629,0
1,30,0,1,0,1,0,1,0,0,1,9,1,1,8178,0,0
2,10,8,1,0,1,0,1,0,0,0,1,1,1,3291,1662,2
2,10,0,1,0,1,0,1,0,0,0,1,1,1,3291,0,2
2,30,5,1,0,1,0,1,0,0,0,1,1,1,3291,1629,2
1,20,0,1,0,1,0,1,0,0,0,1,1,1,3291,0,2
2,20,0,1,0,1,0,1,0,0,0,1,1,1,3291,0,2
0,90,0,1,0,1,0,1,0,0,0,1,1,1,3291,0,2
3,10,0,1,0,1,0,1,0,0,0,1,1,1,3291,0,2
0,10,0,1,0,1,1,1,1,1,1,1,1,1,13934,0,0
1,10,0,1,0,1,1,1,1,1,1,1,1,1,13934,0,0
1,30,0,1,0,1,1,1,1,1,1,1,1,1,13934,0,0
2,30,8,1,0,0,0,1,0,0,0,1,1,1,1662,1662,1
2,30,0,1,0,0,0,1,0,0,0,1,1,1,1662,0,1
1,30,0,1,0,0,0,1,0,0,0,1,1,1,1662,0,1
1,20,0,1,0,0,0,1,0,0,0,1,1,1,1662,0,1
1,10,0,1,0,0,0,1,0,0,0,1,1,1,1662,0,1
0,90,0,1,0,0,0,1,0,0,0,1,1,1,1662,0,1
2,0,8,0,0,0,0,0,0,0,0,9,4,1,8629,1662,0
0,10,0,0,0,0,0,0,0,0,0,9,4,1,8629,0,0
0,10,0,0,0,0,0,0,0,0,0,9,4,1,8629,0,0
2,30,0,1,0,1,1,1,1,1,1,1,1,1,4776,0,2
1,30,0,1,0,1,1,1,1,1,1,1,1,1,4776,0,2
1,20,0,1,0,1,1,1,1,1,1,1,1,1,4776,0,2
0,10,0,1,0,1,1,1,1,1,1,1,1,1,4776,0,2
2,20,6,1,0,1,0,1,0,0,1,2,1,1,4616,1562,2
2,20,0,1,0,1,0,1,0,0,1,2,1,1,4616,0,2
2,30,3,1,0,1,0,1,0,0,1,2,1,1,4616,3054,2
1,30,0,1,0,1,0,1,0,0,1,2,1,1,4616,0,2
2,0,8,0,0,0,0,1,1,0,0,1,1,1,2918,1662,2
2,40,0,0,0,0,0,1,1,0,0,1,1,1,2918,0,2
1,40,9,0,0,0,0,1,1,0,0,1,1,1,2918,1256,2
0,0,0,0,0,0,0,1,1,0,0,1,1,1,2918,0,2
0,0,0,0,0,0,0,1,1,0,0,1,1,1,2918,0,2
0,90,0,0,0,0,0,1,1,0,0,1,1,1,2918,0,2
2,20,3,0,0,0,1,1,1,0,0,1,1,1,3054,3054,2
2,20,0,0,0,0,1,1,1,0,0,1,1,1,3054,0,2
1,20,0,0,0,0,1,1,1,0,0,1,1,1,3054,0,2
1,20,0,0,0,0,1,1,1,0,0,1,1,1,3054,0,2
1,10,0,0,0,0,1,1,1,0,0,1,1,1,3054,0,2
2,20,5,0,0,0,0,1,1,0,0,2,1,1,3258,1629,2
2,40,5,0,0,0,0,1,1,0,0,2,1,1,3258,1629,2
1,30,0,0,0,0,0,1,1,0,0,2,1,1,3258,0,2
1,20,5,0,0,0,0,1,0,0,0,9,1,1,1629,1629,1
2,0,5,0,1,1,1,1,1,1,1,1,1,1,18448,1629,0
2,90,0,0,1,1,1,1,1,1,1,1,1,1,18448,0,0
2,40,5,0,1,1,1,1,1,1,1,1,1,1,18448,1629,0
2,40,0,0,1,1,1,1,1,1,1,1,1,1,18448,0,0
2,0,8,0,0,0,0,1,0,0,0,9,4,1,1662,1662,1
1,30,0,0,0,0,0,1,0,0,0,9,4,1,1662,0,1
1,30,0,0,0,0,0,1,0,0,0,9,4,1,1662,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,20,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,10,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,90,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,10,9,0,0,0,0,1,0,0,0,1,1,1,4310,1256,2
2,20,0,0,0,0,0,1,0,0,0,1,1,1,4310,0,2
1,60,3,0,0,0,0,1,0,0,0,1,1,1,4310,3054,2
1,40,0,0,0,0,0,1,0,0,0,1,1,1,4310,0,2
1,30,0,0,0,0,0,1,0,0,0,1,1,1,4310,0,2
1,10,0,0,0,0,0,1,0,0,0,1,1,1,4310,0,2
3,10,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1
1,90,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1
1,30,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1
1,30,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1
1,20,0,0,0,0,0,1,1,0,0,1,1,1,3054,0,2
1,20,3,0,0,0,0,1,1,0,0,1,1,1,3054,3054,2
2,20,8,0,0,0,0,0,0,0,0,1,1,1,1662,1662,1
2,10,0,0,0,0,0,0,0,0,0,1,1,1,1662,0,1
2,10,0,1,0,1,0,0,1,0,0,1,1,1,1692,0,1
2,90,0,1,0,1,0,0,1,0,0,1,1,1,1692,0,1
2,30,7,1,0,1,0,0,1,0,0,1,1,1,1692,1692,1
2,30,0,1,0,1,0,0,1,0,0,1,1,1,1692,0,1
1,10,0,1,0,1,0,0,1,0,0,1,1,1,1692,0,1
0,10,0,1,0,1,0,0,1,0,0,1,1,1,1692,0,1
0,90,0,1,0,1,0,0,1,0,0,1,1,1,1692,0,1
1,10,0,0,0,0,0,0,1,0,0,1,1,1,9552,0,0
1,10,0,0,0,0,0,0,1,0,0,1,1,1,9552,0,0
0,10,0,0,0,0,0,0,1,0,0,1,1,1,9552,0,0
2,30,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
2,30,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
3,10,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
0,90,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
0,90,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
2,20,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,20,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1
1,30,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1
1,30,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1
1,10,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1
2,30,0,1,0,1,0,0,0,0,0,1,1,1,6516,0,0
2,30,0,1,0,1,0,0,0,0,0,1,1,1,6516,0,0
1,30,0,1,0,1,0,0,0,0,0,1,1,1,6516,0,0
3,0,5,1,0,1,0,0,0,0,0,1,1,1,6516,1629,0
3,0,5,1,0,1,0,0,0,0,0,1,1,1,6516,1629,0
3,0,5,1,0,1,0,0,0,0,0,1,1,1,6516,1629,0
3,0,5,1,0,1,0,0,0,0,0,1,1,1,6516,1629,0
1,30,0,1,0,1,1,1,0,1,1,1,1,1,13934,0,0
1,30,0,1,0,1,1,1,0,1,1,1,1,1,13934,0,0
1,20,0,1,0,1,1,1,0,1,1,1,1,1,13934,0,0
2,0,0,0,0,0,0,1,0,0,0,9,1,1,0,0,1
2,90,0,0,0,0,0,1,0,0,0,9,1,1,0,0,1
2,30,4,0,0,0,0,1,1,0,0,2,1,1,4218,2109,2
2,30,4,0,0,0,0,1,1,0,0,2,1,1,4218,2109,2
3,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,90,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,90,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,40,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,0,5,0,0,0,0,0,0,0,0,9,1,1,9366,1629,0
2,30,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
2,30,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1,20,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1,10,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
0,10,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
0,10,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
0,90,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
0,90,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
0,10,0,0,0,0,0,0,0,0,0,9,1,1,6967,0,0
0,90,0,0,0,0,0,0,0,0,0,9,1,1,6967,0,0
3,90,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,20,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
1,10,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
2,90,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
2,30,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1,30,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
2,10,0,0,1,1,0,1,0,0,1,1,1,1,4776,0,2
1,20,0,0,1,1,0,1,0,0,1,1,1,1,4776,0,2
1,10,0,0,1,1,0,1,0,0,1,1,1,1,4776,0,2
1,10,0,0,1,1,0,1,0,0,1,1,1,1,4776,0,2
0,10,0,0,1,1,0,1,0,0,1,1,1,1,4776,0,2
2,90,0,1,0,1,0,0,0,0,1,1,1,1,6108,0,2
2,90,0,1,0,1,0,0,0,0,1,1,1,1,6108,0,2
1,30,3,1,0,1,0,0,0,0,1,1,1,1,6108,3054,2
1,30,3,1,0,1,0,0,0,0,1,1,1,1,6108,3054,2
1,30,0,1,0,1,0,0,0,0,1,1,1,1,6108,0,2
2,30,9,0,1,1,0,1,1,0,1,1,1,1,6822,1256,0
2,30,0,0,1,1,0,1,1,0,1,1,1,1,6822,0,0
1,30,9,0,1,1,0,1,1,0,1,1,1,1,6822,1256,0
2,30,9,0,1,1,0,1,1,0,1,1,1,1,6822,1256,0
1,30,0,0,1,1,0,1,1,0,1,1,1,1,6822,0,0
2,30,3,0,1,1,0,1,1,0,1,1,1,1,6822,3054,0
0,90,0,0,1,1,0,1,1,0,1,1,1,1,6822,0,0
2,90,8,0,0,0,0,1,1,0,1,1,1,1,4716,1662,2
2,90,0,0,0,0,0,1,1,0,1,1,1,1,4716,0,2
1,30,3,0,0,0,0,1,1,0,1,1,1,1,4716,3054,2
2,20,5,0,0,0,0,0,0,0,1,1,1,1,17672,1629,0
2,30,4,0,0,0,0,0,0,0,1,1,1,1,17672,2109,0
0,90,0,0,0,0,0,0,0,0,1,1,1,1,17672,0,0
0,90,0,0,0,0,0,0,0,0,1,1,1,1,17672,0,0
2,60,9,0,0,1,0,1,0,0,1,1,1,1,16446,1256,0
1,30,0,0,0,1,0,1,0,0,1,1,1,1,16446,0,0
1,10,0,0,0,1,0,1,0,0,1,1,1,1,16446,0,0
2,10,7,0,0,0,0,0,0,0,1,1,1,1,1692,1692,1
2,10,0,0,0,0,0,0,0,0,1,1,1,1,1692,0,1
2,0,5,0,0,0,0,1,0,0,0,9,1,1,1629,1629,1
1,30,0,0,0,0,0,1,0,0,0,9,1,1,1629,0,1
1,40,0,0,0,0,0,1,0,0,0,9,1,1,1629,0,1
1,30,0,0,0,0,0,1,0,0,0,9,1,1,1629,0,1
2,0,0,0,0,0,0,1,0,0,0,9,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,9,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,9,1,1,0,0,1
1,30,0,0,0,0,0,1,0,0,0,9,1,1,0,0,1
2,30,0,0,0,1,1,1,0,0,1,1,1,1,1256,0,1
2,30,0,0,0,1,1,1,0,0,1,1,1,1,1256,0,1
1,20,0,0,0,1,1,1,0,0,1,1,1,1,1256,0,1
1,10,0,0,0,1,1,1,0,0,1,1,1,1,1256,0,1
1,40,9,0,0,1,1,1,0,0,1,1,1,1,1256,1256,1
2,0,5,0,0,0,0,0,0,0,0,9,1,1,1629,1629,1
1,30,0,0,0,0,0,0,0,0,0,9,1,1,1629,0,1
2,30,9,0,0,1,0,0,0,0,1,1,1,1,6032,1256,2
0,90,0,0,0,1,0,0,0,0,1,1,1,1,6032,0,2
0,90,0,0,0,1,0,0,0,0,1,1,1,1,6032,0,2
2,90,0,0,0,0,0,1,0,0,0,9,1,1,27868,0,0
1,10,0,0,0,0,0,1,0,0,0,9,1,1,27868,0,0
2,30,0,1,0,1,1,1,1,0,1,1,1,1,1256,0,1
2,30,0,1,0,1,1,1,1,0,1,1,1,1,1256,0,1
0,0,0,1,0,1,1,1,1,0,1,1,1,1,1256,0,1
0,90,0,1,0,1,1,1,1,0,1,1,1,1,1256,0,1
1,20,9,1,0,1,1,1,1,0,1,1,1,1,1256,1256,1
2,10,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
2,10,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
1,40,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
1,20,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1
2,30,5,1,0,1,0,0,0,0,0,1,1,1,1629,1629,1
2,30,0,1,0,1,0,0,0,0,0,1,1,1,1629,0,1
2,30,0,1,0,1,0,0,0,0,0,1,1,1,1629,0,1
0,90,0,1,0,1,0,0,0,0,0,1,1,1,1629,0,1
0,90,0,1,0,1,0,0,0,0,0,1,1,1,1629,0,1
2,30,8,0,0,0,0,1,0,0,0,2,1,1,1662,1662,1
2,30,0,0,0,0,0,1,0,0,0,2,1,1,1662,0,1
0,90,0,0,0,0,0,1,0,0,0,2,1,1,1662,0,1
2,30,5,1,0,0,1,1,1,1,0,1,1,1,1629,1629,1
2,30,0,1,0,0,1,1,1,1,0,1,1,1,1629,0,1
2,20,0,1,0,0,1,1,1,1,0,1,1,1,1629,0,1
2,20,0,1,0,0,1,1,1,1,0,1,1,1,1629,0,1
3,90,0,0,0,0,0,1,0,0,0,1,1,1,1629,0,1
1,30,0,0,0,0,0,1,0,0,0,1,1,1,1629,0,1
1,30,5,0,0,0,0,1,0,0,0,1,1,1,1629,1629,1
2,10,7,1,0,0,0,1,0,0,0,1,1,1,4950,1692,2
2,20,0,1,0,0,0,1,0,0,0,1,1,1,4950,0,2
3,0,5,1,0,0,0,1,0,0,0,1,1,1,4950,1629,2
3,0,5,1,0,0,0,1,0,0,0,1,1,1,4950,1629,2
0,10,0,0,0,1,0,0,1,0,1,1,1,1,6967,0,0
0,10,0,0,0,1,0,0,1,0,1,1,1,1,6967,0,0
2,30,0,0,0,0,0,0,0,0,0,2,1,1,6967,0,0
2,10,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
2,10,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
3,0,5,0,0,0,0,0,0,0,0,2,1,1,1629,1629,1
1,30,4,0,0,1,1,1,1,0,0,1,1,1,2109,2109,1
3,90,0,0,0,1,1,1,1,0,0,1,1,1,2109,0,1
2,30,9,0,1,1,1,1,0,1,1,1,1,1,8223,1256,0
2,30,0,0,1,1,1,1,0,1,1,1,1,1,8223,0,0
0,90,0,0,1,1,1,1,0,1,1,1,1,1,8223,0,0
0,90,0,0,1,1,1,1,0,1,1,1,1,1,8223,0,0
2,0,5,0,0,0,0,0,0,0,0,9,1,1,3258,1629,2
2,0,5,0,0,0,0,0,0,0,0,9,1,1,3258,1629,2
1,20,0,0,0,0,0,0,0,0,0,9,1,1,3258,0,2
1,20,0,0,0,0,0,0,0,0,0,9,1,1,3258,0,2
0,90,0,0,0,0,0,0,0,0,0,9,1,1,3258,0,2
1,10,0,0,0,0,0,0,0,0,0,9,1,1,3258,0,2
0,10,0,0,0,0,0,0,0,0,0,9,1,1,3258,0,2
0,10,0,0,0,0,0,0,0,0,0,9,1,1,3258,0,2
0,10,0,0,0,0,0,0,0,0,0,9,1,1,3258,0,2
2,20,8,0,0,0,0,1,0,0,0,1,1,1,1662,1662,1
2,90,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
0,10,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
0,10,0,0,0,0,0,1,0,0,0,1,1,1,1662,0,1
